2.27,-20.4273,405.077,103.422,0.889107,0.345967,0.103931,0.281059
2.28,-21.2712,405.143,98.9094,0.890056,0.346528,0.118273,0.271532
2.29,-23.2002,406.87,99.6174,0.893435,0.343912,0.0969085,0.272227
2.3,-23.815,407.288,99.6232,0.893812,0.344182,0.0960569,0.270948
2.31,-25.6512,408.136,96.4793,0.896585,0.342347,0.0914137,0.265666
2.32,-26.6969,408.455,94.9144,0.897851,0.341636,0.0892557,0.263023
2.33,-27.5859,408.565,93.4742,0.898845,0.341052,0.0876449,0.260921
2.34,-28.3122,408.434,92.1132,0.899583,0.340481,0.086534,0.259491
2.35,-28.8753,408.058,90.83,0.900066,0.339817,0.0859419,0.258882
2.36,-29.2814,407.441,89.6147,0.900305,0.338969,0.0858568,0.259189
2.37,-29.5446,406.597,88.4477,0.900328,0.337882,0.0862229,0.260404
2.38,-29.679,405.545,87.3054,0.90017,0.336563,0.0869281,0.262419
2.39,-29.7009,404.311,86.1683,0.899862,0.33508,0.0878096,0.265064
2.4,-29.6237,402.927,85.0254,0.899433,0.33354,0.088674,0.268158
2.41,-29.4611,401.428,83.8768,0.898893,0.332067,0.0893262,0.271558
2.42,-29.2236,399.85,82.73,0.898245,0.330775,0.0895993,0.275166
2.43,-28.9238,398.231,81.5974,0.897485,0.329757,0.0893806,0.278911
2.44,-28.5775,396.604,80.4903,0.896618,0.329076,0.0886416,0.282714
2.45,-28.2031,394.993,79.4191,0.895658,0.32877,0.0874548,0.28646
2.46,-27.8168,393.414,78.3898,0.894631,0.328856,0.0859954,0.289989
2.47,-27.4283,391.875,77.4149,0.893576,0.329333,0.0845169,0.293118
2.48,-27.0455,390.385,76.5067,0.892547,0.33016,0.0832856,0.295664
2.49,-26.6708,388.942,75.69,0.891572,0.331314,0.0825879,0.297506
2.5,-26.3163,387.547,74.9908,0.89066,0.332768,0.0826341,0.2986
2.51,-25.9994,386.199,74.4295,0.889805,0.33448,0.083522,0.298989
2.52,-25.7449,384.901,74.0189,0.888978,0.336406,0.0852144,0.298809
2.53,-25.5859,383.662,73.7628,0.888144,0.338493,0.0875335,0.298262
2.54,-25.5493,382.507,73.6664,0.887281,0.340659,0.0901485,0.297586
2.55,-25.5836,381.915,73.9915,0.886661,0.342243,0.091441,0.297223
2.56,-25.7811,381.046,74.1501,0.88586,0.344105,0.0933514,0.296867
2.57,-26.1363,380.044,74.3118,0.884858,0.346167,0.0954594,0.296786
2.58,-26.6208,378.991,74.5161,0.88369,0.348268,0.0973812,0.297185
2.59,-27.195,377.936,74.777,0.882401,0.350275,0.0988178,0.298179
2.6,-27.8114,376.906,75.0844,0.881047,0.352101,0.0996263,0.299759
2.61,-28.4143,375.91,75.4104,0.879685,0.353718,0.0998308,0.30178
2.62,-28.9456,374.942,75.7182,0.878367,0.355155,0.0995754,0.304009
2.63,-29.3461,373.984,75.9746,0.877134,0.356481,0.0990389,0.306183
2.64,-29.5629,373.013,76.1606,0.876012,0.35778,0.0983463,0.308099
2.65,-29.5506,372.002,76.2765,0.875003,0.359131,0.0975299,0.309648
2.66,-29.2733,370.922,76.3392,0.874095,0.360588,0.0965401,0.310827
2.67,-28.704,369.752,76.3764,0.873261,0.362187,0.0953015,0.311696
2.68,-27.8205,368.472,76.4163,0.87247,0.363948,0.0937739,0.312321
2.69,-26.6056,367.072,76.4831,0.871696,0.365894,0.0919979,0.312735
2.7,-25.0244,365.561,76.5499,0.870948,0.367968,0.0901533,0.312924
2.71,-23.0159,363.982,76.552,0.870265,0.370031,0.0885513,0.312849
2.72,-20.5929,362.328,76.5679,0.869609,0.372165,0.0873528,0.312479
2.73,-16.0508,359.55,76.4408,0.868686,0.3754,0.0864963,0.311414
2.74,-11.9683,357.33,76.5428,0.867945,0.377975,0.0868351,0.310267
2.75,-7.88507,355.22,76.7377,0.867272,0.380224,0.0878567,0.309113
2.76,-3.65834,353.06,76.9912,0.866623,0.382231,0.0891777,0.308078
2.77,1.77043,350.314,77.3625,0.865872,0.384238,0.0910868,0.307133
2.78,6.62132,347.799,77.7726,0.865292,0.385634,0.0925121,0.306591
2.79,10.2756,345.716,78.5077,0.864573,0.387172,0.0933819,0.306418
2.8,12.2957,343.183,73.7761,0.86512,0.389336,0.109615,0.296597
2.81,20.4109,339.619,78.0715,0.864149,0.388888,0.0978489,0.304036
2.82,20.3635,339.586,78.5771,0.863751,0.389546,0.0980344,0.304267
2.83,20.7905,339.19,79.8404,0.862742,0.39133,0.0984367,0.304708
2.84,22.2372,338.012,82.1405,0.860926,0.394731,0.0990871,0.305247
2.85,24.0928,336.597,84.0988,0.859397,0.397793,0.0996004,0.305413
2.86,26.9201,334.511,86.3067,0.857716,0.401435,0.100151,0.305192
2.87,30.6592,331.808,88.56,0.856064,0.405371,0.100707,0.304445
2.88,34.5698,329.023,90.3663,0.85483,0.408736,0.101145,0.303266
2.89,38.7005,326.112,91.7983,0.853975,0.41161,0.101478,0.301671
2.9,43.0691,323.051,92.903,0.853474,0.414041,0.101718,0.299677
2.91,47.6812,319.83,93.7149,0.853305,0.416063,0.101871,0.297296
2.92,52.535,316.443,94.2617,0.853452,0.417701,0.101937,0.294542
2.93,57.6217,312.888,94.57,0.853896,0.418983,0.101922,0.291422
2.94,62.9338,309.162,94.6559,0.85463,0.419919,0.101823,0.287936
2.95,68.4629,305.262,94.54,0.855639,0.42053,0.101647,0.284086
2.96,74.203,301.182,94.2319,0.856916,0.420819,0.101398,0.279866
2.97,80.1427,296.922,93.7413,0.858453,0.420787,0.101078,0.275281
2.98,86.2615,292.491,93.0848,0.860233,0.420446,0.100687,0.270344
2.99,92.5195,287.908,92.2823,0.862231,0.41981,0.10022,0.265092
